filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
Signal,-338.93243408203125,128.74591064453125,69.03840637207031,36.90474319458008,19.021568298339844,15.42296314239502,6.684067249298096,3.380096435546875,-0.1449626386165619,-1.7778433561325073,-3.2101891040802,-3.0106163024902344,-2.083277463912964,-4.072206497192383,-4.549516201019287,-5.435857772827148,-5.539069175720215,-5.607706069946289,-8.046319961547852,-7.612110614776611,-5.243616104125977,-5.874040603637695,-6.067873477935791,-5.592592716217041,-3.6468021869659424,-2.9003329277038574,-2.976130962371826,-2.810203790664673,-3.5873606204986572,-2.338714361190796,-1.9103184938430786,-1.8358194828033447,-3.6392860412597656,-2.3362059593200684,-2.1469569206237793,-0.9693722724914551,-1.1987638473510742,-1.8026249408721924,-1.0319019556045532,-0.6654131412506104
